name	version
NM_001085463	2
NM_001085464	2
NM_001085465	2
NM_001085466	2
NM_001085467	2
NM_001085468	2
NM_001085469	2
NM_001085471	2
NM_001085474	2
NM_001085476	1
NM_001085479	3
NM_001085480	3
NM_001085481	3
NM_001085486	2
NM_001085487	3
NM_001085488	3
NM_001086	3
NM_001086521	2
NM_001087	5
NM_001088	3
NM_001089	3
NM_001089584	3
NM_001089591	1
NM_001090	3
NM_001091	4
NM_001092	5
NM_001093	4
NM_001093725	2
NM_001093726	2
NM_001093729	2
NM_001093730	1
NM_001093755	1
NM_001093756	1
NM_001093767	3
NM_001093770	3
NM_001093771	3
NM_001093772	1
NM_001094	4
NM_001095	4
NM_001096	3
NM_001097	3
NM_001097577	3
NM_001097579	2
NM_001097589	2
NM_001097590	3
NM_001097594	3
NM_001097596	3
NM_001097599	1
NM_001097600	1
NM_001097604	2
NM_001097605	2
NM_001097610	2
NM_001097611	1
NM_001097612	2
NM_001097613	2
NM_001097615	2
NM_001097620	2
NM_001097622	2
NM_001097633	1
NM_001097634	1
NM_001097635	1
NM_001097636	1
NM_001097638	3
NM_001097639	2
NM_001097640	2
NM_001097641	2
NM_001097642	2
NM_001097643	1
NM_001098	3
NM_001098169	2
NM_001098173	1
NM_001098175	2
NM_001098199	1
NM_001098200	1
NM_001098201	3
NM_001098202	1
NM_001098204	1
NM_001098205	1
NM_001098206	1
NM_001098207	1
NM_001098208	1
NM_001098209	2
NM_001098210	2
NM_001098211	2
NM_001098212	2
NM_001098213	2
NM_001098268	2
NM_001098270	1
NM_001098272	3
NM_001098376	3
NM_001098398	2
NM_001098402	2
NM_001098403	2
NM_001098405	2
NM_001098406	2
NM_001098407	1
NM_001098408	1
NM_001098409	2
NM_001098410	1
NM_001098411	3
NM_001098412	2
NM_001098413	3
NM_001098414	3
NM_001098416	4
NM_001098418	1
NM_001098424	1
NM_001098426	2
NM_001098475	2
NM_001098477	1
NM_001098478	2
NM_001098479	2
NM_001098482	2
NM_001098483	3
NM_001098484	3
NM_001098486	2
NM_001098491	2
NM_001098492	2
NM_001098493	2
NM_001098494	2
NM_001098495	2
NM_001098496	2
NM_001098497	3
NM_001098498	3
NM_001098500	3
NM_001098502	2
NM_001098503	2
NM_001098504	2
NM_001098506	4
NM_001098507	1
NM_001098509	2
NM_001098510	1
NM_001098511	2
NM_001098512	3
NM_001098514	2
NM_001098515	1
NM_001098517	2
NM_001098518	2
NM_001098519	2
NM_001098520	1
NM_001098521	1
NM_001098522	1
NM_001098523	1
NM_001098524	1
NM_001098525	2
NM_001098526	2
NM_001098527	3
NM_001098529	2
NM_001098531	3
NM_001098532	2
NM_001098533	3
NM_001098534	2
NM_001098535	1
NM_001098536	2
NM_001098537	3
NM_001098538	3
NM_001098540	3
NM_001098576	1
NM_001098577	2
NM_001098579	2
NM_001098612	1
NM_001098614	3
NM_001098615	2
NM_001098616	3
NM_001098620	3
NM_001098621	3
NM_001098622	2
NM_001098623	2
NM_001098624	2
NM_001098625	2
NM_001098626	2
NM_001098627	3
NM_001098629	3
NM_001098630	3
NM_001098632	2
NM_001098633	4
NM_001098634	2
NM_001098635	2
NM_001098637	2
NM_001098638	2
NM_001098668	4
NM_001098670	2
NM_001098671	2
NM_001098672	2
NM_001098673	2
NM_001098721	1
NM_001098722	2
NM_001098725	2
NM_001098728	2
NM_001098783	2
NM_001098784	2
NM_001098785	2
NM_001098786	1
NM_001098787	1
NM_001098790	2
NM_001098791	1
NM_001098794	2
NM_001098796	2
NM_001098797	2
NM_001098798	2
NM_001098800	3
NM_001098801	2
NM_001098802	3
NM_001098805	1
NM_001098808	1
NM_001098811	2
NM_001098812	2
NM_001098813	1
NM_001098814	2
NM_001098815	3
NM_001098816	3
NM_001098817	2
NM_001098818	4
NM_001098819	3
NM_001098821	2
NM_001098822	1
NM_001098823	1
NM_001098824	1
NM_001098825	1
NM_001098831	1
NM_001098832	1
NM_001098833	1
NM_001098834	2
NM_001098835	2
NM_001098844	3
NM_001098845	3
NM_001099	5
NM_001099218	3
NM_001099219	1
NM_001099220	3
NM_001099221	2
NM_001099222	2
NM_001099223	2
NM_001099224	2
NM_001099225	1
NM_001099269	3
NM_001099270	2
NM_001099271	2
NM_001099272	2
NM_001099274	3
NM_001099280	3
NM_001099281	3
NM_001099282	2
NM_001099283	1
NM_001099284	1
NM_001099285	1
NM_001099286	3
NM_001099287	1
NM_001099289	3
NM_001099293	3
NM_001099294	2
NM_001099334	3
NM_001099335	1
NM_001099336	2
NM_001099337	2
NM_001099338	2
NM_001099339	1
NM_001099400	2
NM_001099401	2
NM_001099402	2
NM_001099403	2
NM_001099404	1
NM_001099405	1
NM_001099406	1
NM_001099407	1
NM_001099408	2
NM_001099409	3
NM_001099410	1
NM_001099411	1
NM_001099415	3
NM_001099431	1
NM_001099432	3
NM_001099433	2
NM_001099434	1
NM_001099436	4
NM_001099437	2
NM_001099438	1
NM_001099439	2
NM_001099455	2
NM_001099456	3
NM_001099625	2
NM_001099626	1
NM_001099627	1
NM_001099638	1
NM_001099639	1
NM_001099640	2
NM_001099642	2
NM_001099645	2
NM_001099646	2
NM_001099650	2
NM_001099652	2
NM_001099653	1
NM_001099658	2
NM_001099660	1
NM_001099661	2
NM_001099666	2
NM_001099667	3
NM_001099668	1
NM_001099669	1
NM_001099670	2
NM_001099671	2
NM_001099672	2
NM_001099673	3
NM_001099676	3
NM_001099677	1
NM_001099678	2
NM_001099679	2
NM_001099681	2
NM_001099682	2
NM_001099684	2
NM_001099685	2
NM_001099686	2
NM_001099687	3
NM_001099691	3
NM_001099692	1
NM_001099693	1
NM_001099694	2
NM_001099695	2
NM_001099696	2
NM_001099697	1
NM_001099733	2
NM_001099735	2
NM_001099736	1
NM_001099737	3
NM_001099743	2
NM_001099744	1
NM_001099745	2
NM_001099746	1
NM_001099747	2
NM_001099748	1
NM_001099749	2
NM_001099750	1
NM_001099751	1
NM_001099752	1
NM_001099753	2
NM_001099754	2
NM_001099755	2
NM_001099756	1
NM_001099771	2
NM_001099772	2
NM_001099773	2
NM_001099777	3
NM_001099780	2
NM_001099781	2
NM_001099782	2
NM_001099783	2
NM_001099784	2
NM_001099786	1
NM_001099787	1
NM_001099788	1
NM_001099789	2
NM_001099790	2
NM_001099791	3
NM_001099850	2
NM_001099851	3
NM_001099852	2
NM_001099855	1
NM_001099856	5
NM_001099857	3
NM_001099858	1
NM_001099921	2
NM_001099922	3
NM_001099951	4
NM_001099952	3
NM_001100	3
NM_001100112	1
NM_001100117	3
NM_001100118	2
NM_001100119	2
NM_001100120	2
NM_001100121	2
NM_001100122	2
NM_001100159	3
NM_001100161	2
NM_001100163	2
NM_001100164	2
NM_001100165	2
NM_001100166	2
NM_001100167	2
NM_001100168	1
NM_001100169	1
NM_001100170	1
NM_001100176	2
NM_001100388	1
NM_001100389	2
NM_001100391	2
NM_001100392	2
NM_001100393	2
NM_001100396	2
NM_001100397	1
NM_001100398	2
NM_001100399	2
NM_001100400	1
NM_001100407	3
NM_001100408	3
NM_001100409	3
NM_001100411	2
NM_001100412	2
NM_001100418	1
NM_001100419	1
NM_001100420	2
NM_001100421	2
NM_001100422	1
NM_001100423	2
NM_001100424	1
NM_001100425	2
NM_001100426	2
NM_001100427	2
NM_001100428	2
NM_001100429	2
NM_001100430	2
NM_001100431	2
NM_001100588	3
NM_001100590	1
NM_001100592	2
NM_001100594	1
NM_001100595	2
NM_001100598	2
NM_001100599	2
NM_001100600	2
NM_001100603	2
NM_001100607	3
NM_001100619	2
NM_001100620	2
NM_001100621	3
NM_001100622	4
NM_001100623	1
NM_001100624	2
NM_001100625	2
NM_001100626	2
NM_001100631	2
NM_001100812	1
NM_001100814	2
NM_001100816	1
NM_001100817	2
NM_001100818	2
NM_001100819	3
NM_001100829	3
NM_001100873	1
NM_001100874	3
NM_001100875	3
NM_001100876	2
NM_001100877	1
NM_001100878	2
NM_001100909	2
NM_001100910	1
NM_001100912	1
NM_001100913	3
NM_001100915	3
NM_001100916	2
NM_001100917	2
NM_001101	5
NM_001101311	1
NM_001101312	2
NM_001101314	1
NM_001101320	1
NM_001101330	3
NM_001101338	1
NM_001101339	3
NM_001101340	1
NM_001101357	2
NM_001101362	2
NM_001101372	2
NM_001101376	3
NM_001101387	2
NM_001101389	1
NM_001101391	2
NM_001101404	1
NM_001101417	4
NM_001101421	3
NM_001101426	4
NM_001101648	2
NM_001101653	2
NM_001101654	1
NM_001101662	1
NM_001101663	4
NM_001101667	1
NM_001101669	2
NM_001101672	2
NM_001101676	2
NM_001101677	1
NM_001101800	2
NM_001101801	2
NM_001101802	2
NM_001102	4
NM_001102366	2
NM_001102367	2
NM_001102368	2
NM_001102369	2
NM_001102371	2
NM_001102386	3
NM_001102396	2
NM_001102397	3
NM_001102398	3
NM_001102399	3
NM_001102401	3
NM_001102402	2
NM_001102406	2
NM_001102416	3
NM_001102420	3
NM_001102421	3
NM_001102426	2
NM_001102445	2
NM_001102450	2
NM_001102454	1
NM_001102467	2
NM_001102469	1
NM_001102470	2
NM_001102559	2
NM_001102560	2
NM_001102562	3
NM_001102564	1
NM_001102566	2
NM_001102575	2
NM_001102576	3
NM_001102592	2
NM_001102594	1
NM_001102595	1
NM_001102596	2
NM_001102597	3
NM_001102598	3
NM_001102599	3
NM_001102600	3
NM_001102601	3
NM_001102603	1
NM_001102605	2
NM_001102608	2
NM_001102609	3
NM_001102610	1
NM_001102612	2
NM_001102614	1
NM_001102651	2
NM_001102653	1
NM_001102654	2
NM_001102657	3
NM_001102659	2
NM_001102664	1
NM_001102667	2
NM_001102668	2
NM_001102669	2
NM_001103	3
NM_001103146	2
NM_001103147	2
NM_001103148	2
NM_001103149	1
NM_001103150	1
NM_001103151	1
NM_001103154	2
NM_001103160	2
NM_001103161	2
NM_001103167	1
NM_001103170	3
NM_001103175	2
NM_001103176	2
NM_001103184	4
NM_001104	4
NM_001104544	1
NM_001104545	1
NM_001104546	2
NM_001104554	1
NM_001104558	1
NM_001104577	1
NM_001104586	4
NM_001104587	2
NM_001104588	2
NM_001104589	2
NM_001104590	2
NM_001104595	2
NM_001104629	2
NM_001104631	2
NM_001104647	2
NM_001104925	1
NM_001105	5
NM_001105069	2
NM_001105077	3
NM_001105078	4
NM_001105079	3
NM_001105192	3
NM_001105193	2
NM_001105194	1
NM_001105195	2
NM_001105198	1
NM_001105199	2
NM_001105203	2
NM_001105204	2
NM_001105205	1
NM_001105206	3
NM_001105207	3
NM_001105208	2
NM_001105209	2
NM_001105214	2
NM_001105237	2
NM_001105243	2
NM_001105244	1
NM_001105247	1
NM_001105248	1
NM_001105249	1
NM_001105250	3
NM_001105251	4
NM_001105281	2
NM_001105513	2
NM_001105515	3
NM_001105518	1
NM_001105519	3
NM_001105520	2
NM_001105521	4
NM_001105522	1
NM_001105528	3
NM_001105529	1
NM_001105530	1
NM_001105531	2
NM_001105533	1
NM_001105537	4
NM_001105538	1
NM_001105539	3
NM_001105540	2
NM_001105541	2
NM_001105543	2
NM_001105544	1
NM_001105545	1
NM_001105549	1
NM_001105550	1
NM_001105551	1
NM_001105552	1
NM_001105556	3
NM_001105558	1
NM_001105562	3
NM_001105563	1
NM_001105564	1
NM_001105565	2
NM_001105566	3
NM_001105567	3
NM_001105568	3
NM_001105569	3
NM_001105570	1
NM_001105571	3
NM_001105573	2
NM_001105574	2
NM_001105576	3
NM_001105577	1
NM_001105578	2
NM_001105579	2
NM_001105580	2
NM_001105581	2
NM_001105659	2
NM_001105663	3
NM_001105669	3
NM_001105677	2
NM_001106	4
NM_001107	5
NM_001109	5
NM_001109619	2
NM_001109659	1
NM_001109660	1
NM_001109662	4
NM_001109689	4
NM_001109754	4
NM_001109763	2
NM_001109809	4
NM_001109878	2
NM_001109879	2
NM_001109891	1
NM_001109903	1
NM_001109938	3
NM_001109974	3
NM_001109977	3
NM_001109997	3
NM_001110	4
NM_001110199	3
NM_001110213	1
NM_001110215	2
NM_001110219	3
NM_001110220	2
NM_001110221	2
NM_001110303	4
NM_001110354	2
NM_001110356	1
NM_001110357	1
NM_001110358	1
NM_001110359	1
NM_001110360	1
NM_001110361	1
NM_001110503	2
NM_001110514	1
NM_001110533	1
NM_001110556	2
NM_001110781	3
NM_001110792	2
NM_001110798	2
NM_001110822	2
NM_001111	5
NM_001111018	1
NM_001111019	3
NM_001111020	3
NM_001111031	1
NM_001111032	2
NM_001111033	2
NM_001111034	3
NM_001111035	3
NM_001111036	3
NM_001111038	2
NM_001111039	2
NM_001111045	1
NM_001111046	1
NM_001111047	1
NM_001111061	2
NM_001111067	4
NM_001111077	2
NM_001111097	3
NM_001111101	1
NM_001111112	2
NM_001111113	2
NM_001111125	3
NM_001111270	3
NM_001111283	3
NM_001111284	2
NM_001111285	3
NM_001111298	2
NM_001111307	2
NM_001111308	1
NM_001111309	1
NM_001111319	1
NM_001111322	2
NM_001112	4
NM_001112704	2
NM_001112706	3
NM_001112717	4
NM_001112718	4
NM_001112719	3
NM_001112720	3
NM_001112724	2
NM_001112726	3
NM_001112732	3
NM_001112734	4
NM_001112736	2
NM_001112741	1
NM_001112800	2
NM_001112801	3
NM_001112802	2
NM_001112808	2
NM_001112812	2
NM_001113178	3
NM_001113182	3
NM_001113201	3
NM_001113202	2
NM_001113203	3
NM_001113205	2
NM_001113206	2
NM_001113207	2
NM_001113226	2
NM_001113228	2
NM_001113239	3
NM_001113324	3
NM_001113347	2
NM_001113348	2
NM_001113349	2
NM_001113361	1
NM_001113363	2
NM_001113378	1
NM_001113380	1
NM_001113381	1
NM_001113397	2
NM_001113398	3
NM_001113402	2
NM_001113407	2
NM_001113410	2
NM_001113411	2
NM_001113475	2
NM_001113482	1
NM_001113490	1
NM_001113491	2
NM_001113492	1
NM_001113493	2
NM_001113494	1
NM_001113495	1
NM_001113496	2
NM_001113498	2
NM_001113511	2
NM_001113512	2
NM_001113513	2
NM_001113523	3
NM_001113525	2
NM_001113528	2
NM_001113534	2
NM_001113535	2
NM_001113536	2
NM_001113541	1
NM_001113546	2
NM_001113547	2
NM_001113561	2
NM_001113567	3
NM_001113575	2
NM_001113738	1
NM_001113755	3
NM_001113756	3
NM_001114	5
NM_001114086	2
NM_001114089	3
NM_001114090	2
NM_001114091	4
NM_001114092	2
NM_001114093	2
NM_001114094	1
NM_001114099	3
NM_001114100	3
NM_001114101	3
NM_001114106	3
NM_001114107	4
NM_001114108	2
NM_001114118	3
NM_001114120	3
NM_001114121	2
NM_001114122	2
NM_001114123	2
NM_001114132	1
NM_001114133	3
NM_001114134	1
NM_001114135	5
NM_001114136	3
NM_001114137	3
NM_001114138	3
NM_001114139	4
NM_001114171	2
NM_001114172	1
NM_001114173	3
NM_001114175	2
NM_001114176	2
NM_001114182	2
NM_001114183	1
NM_001114184	3
NM_001114185	3
NM_001114309	2
NM_001114331	2
NM_001114357	2
NM_001114377	2
NM_001114380	2
NM_001114382	2
NM_001114387	2
NM_001114393	3
NM_001114394	2
NM_001114395	3
NM_001114396	2
NM_001114397	1
NM_001114403	3
NM_001114598	2
NM_001114600	3
NM_001114614	3
NM_001114617	1
NM_001114618	1
NM_001114619	1
NM_001114620	1
NM_001114632	2
NM_001114633	1
NM_001114634	2
NM_001114635	2
NM_001114636	1
NM_001114726	3
NM_001114734	2
NM_001114735	2
NM_001114748	2
NM_001114752	3
NM_001114753	2
NM_001114759	2
NM_001114937	2
NM_001114938	3
NM_001114974	2
NM_001114978	2
NM_001114979	2
NM_001114980	2
NM_001114981	2
NM_001114982	2
NM_001115	3
NM_001115007	3
NM_001115008	3
NM_001115016	3
NM_001115113	3
NM_001115116	2
NM_001115131	3
NM_001115152	2
NM_001115156	1
NM_001116	4
NM_001117	5
NM_001118	5
NM_001118885	1
NM_001118886	2
NM_001118887	2
NM_001118888	2
NM_001118890	2
NM_001119	5
NM_001120	4
NM_001121	4
NM_001122	4
NM_001122606	1
NM_001122607	2
NM_001122608	3
NM_001122630	2
NM_001122631	2
NM_001122633	3
NM_001122636	2
NM_001122646	3
NM_001122659	3
NM_001122665	3
NM_001122670	1
NM_001122671	1
NM_001122672	1
NM_001122674	1
NM_001122679	2
NM_001122681	2
NM_001122716	2
NM_001122731	2
NM_001122740	1
NM_001122741	1
NM_001122742	1
NM_001122752	1
NM_001122757	3
NM_001122764	3
NM_001122769	3
NM_001122770	3
NM_001122772	2
NM_001122779	2
NM_001122819	3
NM_001122821	2
NM_001122823	2
NM_001122824	2
NM_001122825	2
NM_001122826	2
NM_001122827	2
NM_001122834	3
NM_001122835	3
NM_001122837	1
NM_001122838	2
NM_001122839	2
NM_001122841	3
NM_001122842	3
NM_001122847	3
NM_001122848	3
NM_001122853	3
NM_001122870	3
NM_001122890	3
NM_001122898	3
NM_001122951	3
NM_001122955	3
NM_001122956	2
NM_001122957	3
NM_001122961	2
NM_001122962	2
NM_001122964	3
NM_001122965	1
NM_001122979	3
NM_001123	3
NM_001123041	2
NM_001123065	1
NM_001123066	3
NM_001123067	3
NM_001123068	1
NM_001123168	2
NM_001123225	3
NM_001123226	2
NM_001123329	1
NM_001123355	1
NM_001123363	3
NM_001123364	2
NM_001123366	2
NM_001123369	1
NM_001123375	2
NM_001123376	3
NM_001123377	1
NM_001123378	2
NM_001123383	1
NM_001123384	2
NM_001123385	1
NM_001123387	1
NM_001123391	3
NM_001123392	3
NM_001123395	2
NM_001123396	3
NM_001124	3
NM_001124756	2
NM_001124758	3
NM_001124759	3
NM_001124767	2
NM_001125	4
NM_001126	5
NM_001126044	2
NM_001126049	1
NM_001126050	2
NM_001126051	1
NM_001126054	2
NM_001126055	2
NM_001126056	3
NM_001126057	3
NM_001126058	3
NM_001126059	4
NM_001126060	1
NM_001126063	3
NM_001126102	2
NM_001126103	2
NM_001126104	2
NM_001126105	2
NM_001126106	2
NM_001126107	2
NM_001126108	2
NM_001126111	3
NM_001126112	2
NM_001126113	2
NM_001126114	2
NM_001126115	1
NM_001126116	1
NM_001126117	1
NM_001126118	1
NM_001126121	2
NM_001126122	1
NM_001126128	2
NM_001126129	2
NM_001126130	2
NM_001126131	2
NM_001126132	3
NM_001126133	3
NM_001126181	2
NM_001126240	3
NM_001126241	3
NM_001126242	3
NM_001126328	3
NM_001126334	1
NM_001126335	2
NM_001126336	3
NM_001126337	2
NM_001126339	3
NM_001126340	3
NM_001127	3
NM_001127173	3
NM_001127174	3
NM_001127175	3
NM_001127176	3
NM_001127178	3
NM_001127180	2
NM_001127181	2
NM_001127182	2
NM_001127183	4
NM_001127184	3
NM_001127190	2
NM_001127192	2
NM_001127193	2
NM_001127194	2
NM_001127195	2
NM_001127196	2
NM_001127197	2
NM_001127198	2
NM_001127199	1
NM_001127200	3
NM_001127202	4
NM_001127203	4
NM_001127204	1
NM_001127205	1
NM_001127206	2
NM_001127207	2
NM_001127208	2
NM_001127211	3
NM_001127212	1
NM_001127213	1
NM_001127214	4
NM_001127215	2
NM_001127216	2
NM_001127217	2
NM_001127218	2
NM_001127219	2
NM_001127221	1
NM_001127222	2
NM_001127223	1
NM_001127225	1
NM_001127226	1
NM_001127227	1
NM_001127228	2
NM_001127229	2
NM_001127230	2
NM_001127231	3
NM_001127232	3
NM_001127235	2
NM_001127236	2
NM_001127240	3
NM_001127241	3
NM_001127242	3
NM_001127244	1
NM_001127245	2
NM_001127255	1
NM_001127257	2
NM_001127258	2
NM_001127266	2
NM_001127320	2
NM_001127321	1
NM_001127322	1
NM_001127323	1
NM_001127325	1
NM_001127328	2
NM_001127345	2
NM_001127350	2
NM_001127357	2
NM_001127358	2
NM_001127359	1
NM_001127360	1
NM_001127361	3
NM_001127362	2
NM_001127364	3
NM_001127365	3
NM_001127366	3
NM_001127370	3
NM_001127371	3
NM_001127372	3
NM_001127380	3
NM_001127383	2
NM_001127384	2
NM_001127385	1
NM_001127391	3
NM_001127392	3
NM_001127393	2
NM_001127394	4
NM_001127395	3
NM_001127396	3
NM_001127397	2
NM_001127398	2
NM_001127399	2
NM_001127400	2
NM_001127401	2
NM_001127441	2
NM_001127442	2
NM_001127443	1
NM_001127444	2
NM_001127448	2
NM_001127453	2
NM_001127454	2
NM_001127457	2
NM_001127458	2
NM_001127460	3
NM_001127461	2
NM_001127462	2
NM_001127482	2
NM_001127487	2
NM_001127491	3
NM_001127493	2
NM_001127496	2
NM_001127500	3
NM_001127501	4
NM_001127505	3
NM_001127507	2
NM_001127510	3
NM_001127511	3
NM_001127582	2
NM_001127583	2
NM_001127584	2
NM_001127585	2
NM_001127586	2
NM_001127592	2
NM_001127593	1
NM_001127595	2
NM_001127596	2
NM_001127598	3
NM_001127603	2
NM_001127605	3
NM_001127608	2
NM_001127610	1
NM_001127612	2
NM_001127615	2
NM_001127617	2
NM_001127621	2
NM_001127628	1
NM_001127641	1
NM_001127643	2
NM_001127644	2
NM_001127645	2
NM_001127648	2
NM_001127649	3
NM_001127651	3
NM_001127660	1
NM_001127662	2
NM_001127663	2
NM_001127664	2
NM_001127665	2
NM_001127666	2
NM_001127667	2
NM_001127668	3
NM_001127669	4
NM_001127670	3
NM_001127671	2
NM_001127688	2
NM_001127691	3
NM_001127692	2
NM_001127695	2
NM_001127696	2
NM_001127697	2
NM_001127698	2
NM_001127699	2
NM_001127700	1
NM_001127701	1
NM_001127702	1
NM_001127703	2
NM_001127704	2
NM_001127705	2
NM_001127706	2
NM_001127707	2
NM_001127708	3
NM_001127709	3
NM_001127710	3
NM_001127711	2
NM_001127713	1
NM_001127714	3
NM_001127715	2
NM_001127716	1
NM_001127717	3
NM_001127718	3
NM_001127889	5
NM_001127890	5
NM_001127891	2
NM_001127892	1
NM_001127893	2
NM_001127895	2
NM_001127896	2
NM_001127897	4
NM_001127898	4
NM_001127899	4
NM_001128	6
NM_001128076	3
NM_001128077	1
NM_001128085	1
NM_001128126	3
NM_001128127	2
NM_001128128	2
NM_001128141	2
NM_001128142	1
NM_001128143	2
NM_001128144	2
NM_001128147	3
NM_001128148	3
NM_001128149	3
NM_001128150	2
NM_001128159	3
NM_001128160	1
NM_001128161	1
NM_001128164	1
NM_001128165	1
NM_001128166	2
NM_001128167	2
NM_001128168	3
NM_001128172	2
NM_001128173	3
NM_001128174	3
NM_001128175	2
NM_001128176	3
NM_001128177	2
NM_001128178	2
NM_001128179	2
NM_001128202	3
NM_001128203	1
NM_001128204	2
NM_001128205	2
NM_001128206	2
NM_001128208	2
NM_001128209	2
NM_001128210	2
NM_001128211	1
NM_001128212	3
NM_001128213	2
NM_001128214	2
NM_001128215	1
NM_001128217	2
NM_001128219	3
NM_001128220	3
NM_001128221	3
NM_001128223	3
NM_001128224	2
NM_001128225	3
NM_001128226	3
NM_001128227	3
NM_001128228	3
NM_001128301	3
NM_001128302	3
NM_001128303	2
NM_001128304	2
NM_001128305	2
NM_001128306	1
NM_001128309	2
NM_001128310	2
NM_001128324	2
NM_001128325	2
NM_001128326	2
NM_001128423	2
NM_001128424	2
NM_001128425	1
NM_001128426	3
NM_001128427	2
NM_001128428	2
NM_001128429	3
NM_001128430	2
NM_001128431	4
NM_001128432	2
NM_001128588	4
NM_001128590	3
NM_001128591	2
NM_001128592	2
NM_001128595	3
NM_001128596	3
NM_001128598	1
NM_001128600	2
NM_001128602	2
NM_001128608	2
NM_001128610	3
NM_001128612	2
NM_001128613	2
NM_001128615	2
NM_001128616	2
NM_001128617	2
NM_001128618	1
NM_001128619	3
NM_001128620	1
NM_001128626	2
NM_001128627	1
NM_001128628	2
NM_001128629	3
NM_001128631	3
NM_001128633	1
NM_001128635	1
NM_001128636	3
NM_001128826	2
NM_001128827	3
NM_001128829	4
NM_001128830	4
NM_001128831	4
NM_001128833	2
NM_001128834	2
NM_001128835	3
NM_001128839	3
NM_001128840	3
NM_001128843	2
NM_001128844	2
NM_001128845	1
NM_001128846	1
NM_001128847	3
NM_001128848	1
NM_001128849	2
NM_001128850	1
NM_001128852	2
NM_001128853	2
NM_001128854	2
NM_001128855	3
NM_001128911	2
NM_001128912	2
NM_001128913	1
NM_001128914	1
NM_001128915	2
NM_001128916	1
NM_001128917	2
NM_001128918	3
NM_001128919	2
NM_001128920	2
NM_001128921	2
NM_001128922	2
NM_001128923	2
NM_001128924	1
NM_001128925	2
NM_001128926	3
NM_001128928	2
NM_001128929	3
NM_001128930	2
NM_001128931	2
NM_001128932	1
NM_001128933	3
NM_001128934	3
NM_001129	5
NM_001129727	3
NM_001129728	1
NM_001129729	3
NM_001129731	3
NM_001129742	2
NM_001129758	2
NM_001129765	1
NM_001129778	3
NM_001129819	2
NM_001129820	1
NM_001129826	3
NM_001129827	2
NM_001129828	3
NM_001129829	1
NM_001129830	3
NM_001129831	1
NM_001129832	1
NM_001129833	1
NM_001129834	1
NM_001129835	1
NM_001129836	1
NM_001129837	1
NM_001129838	1
NM_001129839	1
NM_001129840	2
NM_001129841	1
NM_001129842	1
NM_001129843	1
NM_001129844	1
NM_001129846	1
NM_001129883	4
NM_001129884	2
NM_001129885	1
NM_001129887	2
NM_001129888	2
NM_001129889	2
NM_001129890	1
NM_001129891	3
NM_001129895	2
NM_001129896	3
NM_001129898	2
NM_001129899	1
NM_001129900	1
NM_001129908	3
NM_001129979	3
NM_001129981	3
NM_001129993	3
NM_001129994	2
NM_001129995	2
NM_001129996	2
NM_001129998	2
NM_001130	6
NM_001130001	2
NM_001130002	2
NM_001130003	2
NM_001130004	1
NM_001130005	2
NM_001130006	2
NM_001130007	2
NM_001130009	3
NM_001130010	3
NM_001130011	2
NM_001130012	3
NM_001130014	2
NM_001130015	2
NM_001130016	2
NM_001130017	2
NM_001130020	2
NM_001130021	2
NM_001130022	1
NM_001130026	2
NM_001130028	1
NM_001130029	1
NM_001130031	2
NM_001130032	2
NM_001130033	2
NM_001130034	2
NM_001130035	2
NM_001130036	2
NM_001130037	1
NM_001130040	2
NM_001130041	2
NM_001130042	1
NM_001130043	1
NM_001130045	1
NM_001130046	2
NM_001130047	2
NM_001130048	2
NM_001130049	2
NM_001130050	2
NM_001130053	4
NM_001130055	3
NM_001130056	4
NM_001130057	3
NM_001130058	2
NM_001130060	2
NM_001130064	2
NM_001130065	2
NM_001130066	2
NM_001130067	2
NM_001130069	4
NM_001130071	1
NM_001130072	1
NM_001130079	2
NM_001130080	3
NM_001130081	3
NM_001130082	3
NM_001130083	2
NM_001130084	2
NM_001130085	2
NM_001130086	2
NM_001130087	2
NM_001130088	2
NM_001130089	1
NM_001130090	1
NM_001130091	2
NM_001130092	2
NM_001130099	1
NM_001130100	2
NM_001130101	3
NM_001130102	3
NM_001130103	2
NM_001130105	1
NM_001130106	1
NM_001130107	1
NM_001130110	2
NM_001130111	2
NM_001130112	3
NM_001130113	2
NM_001130136	1
NM_001130137	1
NM_001130138	1
NM_001130140	2
NM_001130141	1
NM_001130142	2
NM_001130143	2
NM_001130144	2
NM_001130145	3
NM_001130146	2
NM_001130147	1
NM_001130148	2
NM_001130156	3
NM_001130157	3
NM_001130158	3
NM_001130159	2
NM_001130160	2
NM_001130161	3
NM_001130167	2
NM_001130168	2
NM_001130172	2
NM_001130173	2
NM_001130182	1
NM_001130183	1
NM_001130404	1
NM_001130405	1
NM_001130406	1
NM_001130407	1
NM_001130410	1
NM_001130413	4
NM_001130414	1
NM_001130415	2
NM_001130417	3
NM_001130420	3
NM_001130438	3
NM_001130440	1
NM_001130442	2
NM_001130445	3
NM_001130446	2
NM_001130447	2
NM_001130448	3
NM_001130455	2
NM_001130475	3
NM_001130478	2
NM_001130480	2
NM_001130481	2
NM_001130482	2
NM_001130483	2
NM_001130487	1
NM_001130514	3
NM_001130517	3
NM_001130518	1
NM_001130519	3
NM_001130520	3
NM_001130523	3
NM_001130524	2
NM_001130527	3
NM_001130528	3
NM_001130674	3
NM_001130675	1
NM_001130677	2
NM_001130678	3
NM_001130679	2
NM_001130682	3
